h;s;l;emotion
194;80;56;удивление
195;80;56;удивление
196;80;56;удивление
197;80;56;удивление
198;80;56;удивление
199;80;56;удивление
200;80;56;удивление
290;80;56;удивление
291;80;56;удивление
292;80;56;удивление
293;80;56;удивление
294;80;56;удивление
295;80;56;удивление
296;80;56;удивление
297;80;56;удивление
298;80;56;удивление
299;80;56;удивление
300;80;56;удивление
301;80;56;удивление
302;80;56;удивление
303;80;56;удивление
304;80;56;удивление
305;80;56;удивление
306;80;56;удивление
307;80;56;удивление
308;80;56;удивление
309;80;56;удивление
310;80;56;удивление
311;80;56;удивление
312;80;56;удивление
313;80;56;удивление
314;80;56;удивление
315;80;56;удивление
316;80;56;удивление
317;80;56;удивление
318;80;56;удивление
319;80;56;удивление
320;80;56;удивление
150;80;73;удивление
151;80;73;удивление
152;80;73;удивление
153;80;73;удивление
154;80;73;удивление
155;80;73;удивление
156;80;73;удивление
157;80;73;удивление
158;80;73;удивление
159;80;73;удивление
160;80;73;удивление
161;80;73;удивление
162;80;73;удивление
163;80;73;удивление
164;80;73;удивление
165;80;73;удивление
166;80;73;удивление
167;80;73;удивление
168;80;73;удивление
169;80;73;удивление
170;80;73;удивление
171;80;73;удивление
172;80;73;удивление
173;80;73;удивление
174;80;73;удивление
175;80;73;удивление
176;80;73;удивление
177;80;73;удивление
178;80;73;удивление
179;80;73;удивление
180;80;73;удивление
181;80;73;удивление
182;80;73;удивление
183;80;73;удивление
184;80;73;удивление
185;80;73;удивление
186;80;73;удивление
187;80;73;удивление
188;80;73;удивление
189;80;73;удивление
190;80;73;удивление
191;80;73;удивление
192;80;73;удивление
193;80;73;удивление
194;80;73;удивление
195;80;73;удивление
196;80;73;удивление
197;80;73;удивление
198;80;73;удивление
199;80;73;удивление
200;80;73;удивление
290;80;73;удивление
291;80;73;удивление
292;80;73;удивление
293;80;73;удивление
294;80;73;удивление
295;80;73;удивление
296;80;73;удивление
297;80;73;удивление
298;80;73;удивление
299;80;73;удивление
300;80;73;удивление
301;80;73;удивление
302;80;73;удивление
303;80;73;удивление
304;80;73;удивление
305;80;73;удивление
306;80;73;удивление
307;80;73;удивление
308;80;73;удивление
309;80;73;удивление
310;80;73;удивление
311;80;73;удивление
312;80;73;удивление
313;80;73;удивление
314;80;73;удивление
315;80;73;удивление
316;80;73;удивление
317;80;73;удивление
318;80;73;удивление
319;80;73;удивление
320;80;73;удивление
150;80;65;удивление
151;80;65;удивление
152;80;65;удивление
153;80;65;удивление
154;80;65;удивление
155;80;65;удивление
156;80;65;удивление
157;80;65;удивление
158;80;65;удивление
159;80;65;удивление
160;80;65;удивление
161;80;65;удивление
162;80;65;удивление
163;80;65;удивление
164;80;65;удивление
165;80;65;удивление
166;80;65;удивление
167;80;65;удивление
168;80;65;удивление
169;80;65;удивление
170;80;65;удивление
171;80;65;удивление
172;80;65;удивление
173;80;65;удивление
174;80;65;удивление
175;80;65;удивление
176;80;65;удивление
177;80;65;удивление
178;80;65;удивление
179;80;65;удивление
180;80;65;удивление
181;80;65;удивление
182;80;65;удивление
183;80;65;удивление
184;80;65;удивление
185;80;65;удивление
186;80;65;удивление
187;80;65;удивление
188;80;65;удивление
189;80;65;удивление
190;80;65;удивление
191;80;65;удивление
192;80;65;удивление
193;80;65;удивление
194;80;65;удивление
195;80;65;удивление
196;80;65;удивление
197;80;65;удивление
198;80;65;удивление
199;80;65;удивление
200;80;65;удивление
290;80;65;удивление
291;80;65;удивление
292;80;65;удивление
293;80;65;удивление
294;80;65;удивление
295;80;65;удивление
296;80;65;удивление
297;80;65;удивление
298;80;65;удивление
299;80;65;удивление
300;80;65;удивление
301;80;65;удивление
302;80;65;удивление
303;80;65;удивление
304;80;65;удивление
305;80;65;удивление
306;80;65;удивление
307;80;65;удивление
308;80;65;удивление
309;80;65;удивление
310;80;65;удивление
311;80;65;удивление
312;80;65;удивление
313;80;65;удивление
314;80;65;удивление
315;80;65;удивление
316;80;65;удивление
317;80;65;удивление
318;80;65;удивление
319;80;65;удивление
320;80;65;удивление
150;74;65;удивление
151;74;65;удивление
152;74;65;удивление
153;74;65;удивление
154;74;65;удивление
155;74;65;удивление
156;74;65;удивление
157;74;65;удивление
158;74;65;удивление
159;74;65;удивление
160;74;65;удивление
161;74;65;удивление
162;74;65;удивление
163;74;65;удивление
164;74;65;удивление
165;74;65;удивление
166;74;65;удивление
167;74;65;удивление
168;74;65;удивление
169;74;65;удивление
170;74;65;удивление
171;74;65;удивление
172;74;65;удивление
173;74;65;удивление
174;74;65;удивление
175;74;65;удивление
176;74;65;удивление
177;74;65;удивление
178;74;65;удивление
179;74;65;удивление
180;74;65;удивление
181;74;65;удивление
182;74;65;удивление
183;74;65;удивление
184;74;65;удивление
185;74;65;удивление
186;74;65;удивление
187;74;65;удивление
188;74;65;удивление
189;74;65;удивление
190;74;65;удивление
191;74;65;удивление
192;74;65;удивление
193;74;65;удивление
194;74;65;удивление
195;74;65;удивление
196;74;65;удивление
197;74;65;удивление
198;74;65;удивление
199;74;65;удивление
200;74;65;удивление
290;74;65;удивление
291;74;65;удивление
292;74;65;удивление
293;74;65;удивление
294;74;65;удивление
295;74;65;удивление
296;74;65;удивление
297;74;65;удивление
298;74;65;удивление
299;74;65;удивление
300;74;65;удивление
301;74;65;удивление
302;74;65;удивление
303;74;65;удивление
304;74;65;удивление
305;74;65;удивление
306;74;65;удивление
307;74;65;удивление
308;74;65;удивление
309;74;65;удивление
310;74;65;удивление
311;74;65;удивление
312;74;65;удивление
313;74;65;удивление
314;74;65;удивление
315;74;65;удивление
316;74;65;удивление
317;74;65;удивление
318;74;65;удивление
319;74;65;удивление
320;74;65;удивление
150;84;65;удивление
151;84;65;удивление
152;84;65;удивление
153;84;65;удивление
154;84;65;удивление
155;84;65;удивление
156;84;65;удивление
157;84;65;удивление
158;84;65;удивление
159;84;65;удивление
160;84;65;удивление
161;84;65;удивление
162;84;65;удивление
163;84;65;удивление
164;84;65;удивление
165;84;65;удивление
166;84;65;удивление
167;84;65;удивление
168;84;65;удивление
169;84;65;удивление
170;84;65;удивление
171;84;65;удивление
172;84;65;удивление
173;84;65;удивление
174;84;65;удивление
175;84;65;удивление
176;84;65;удивление
177;84;65;удивление
178;84;65;удивление
179;84;65;удивление
180;84;65;удивление
181;84;65;удивление
182;84;65;удивление
183;84;65;удивление
184;84;65;удивление
185;84;65;удивление
186;84;65;удивление
187;84;65;удивление
188;84;65;удивление
189;84;65;удивление
190;84;65;удивление
191;84;65;удивление
192;84;65;удивление
193;84;65;удивление
194;84;65;удивление
195;84;65;удивление
196;84;65;удивление
197;84;65;удивление
198;84;65;удивление
199;84;65;удивление
200;84;65;удивление
290;84;65;удивление
291;84;65;удивление
292;84;65;удивление
293;84;65;удивление
294;84;65;удивление
295;84;65;удивление
296;84;65;удивление
297;84;65;удивление
298;84;65;удивление
299;84;65;удивление
300;84;65;удивление
301;84;65;удивление
302;84;65;удивление
303;84;65;удивление
304;84;65;удивление
305;84;65;удивление
306;84;65;удивление
307;84;65;удивление
308;84;65;удивление
309;84;65;удивление
310;84;65;удивление
311;84;65;удивление
312;84;65;удивление
313;84;65;удивление
314;84;65;удивление
315;84;65;удивление
316;84;65;удивление
317;84;65;удивление
318;84;65;удивление
319;84;65;удивление
320;84;65;удивление
150;84;67;удивление
151;84;67;удивление
152;84;67;удивление
153;84;67;удивление
154;84;67;удивление
155;84;67;удивление
156;84;67;удивление
157;84;67;удивление
158;84;67;удивление
159;84;67;удивление
160;84;67;удивление
161;84;67;удивление
162;84;67;удивление
163;84;67;удивление
164;84;67;удивление
165;84;67;удивление
166;84;67;удивление
167;84;67;удивление
168;84;67;удивление
169;84;67;удивление
170;84;67;удивление
171;84;67;удивление
172;84;67;удивление
173;84;67;удивление
174;84;67;удивление
175;84;67;удивление
176;84;67;удивление
177;84;67;удивление
178;84;67;удивление
179;84;67;удивление
180;84;67;удивление
181;84;67;удивление
182;84;67;удивление
183;84;67;удивление
184;84;67;удивление
185;84;67;удивление
186;84;67;удивление
187;84;67;удивление
188;84;67;удивление
189;84;67;удивление
190;84;67;удивление
191;84;67;удивление
192;84;67;удивление
193;84;67;удивление
194;84;67;удивление
195;84;67;удивление
196;84;67;удивление
197;84;67;удивление
198;84;67;удивление
199;84;67;удивление
200;84;67;удивление
290;84;67;удивление
291;84;67;удивление
292;84;67;удивление
293;84;67;удивление
294;84;67;удивление
295;84;67;удивление
296;84;67;удивление
297;84;67;удивление
298;84;67;удивление
299;84;67;удивление
300;84;67;удивление
301;84;67;удивление
302;84;67;удивление
303;84;67;удивление
304;84;67;удивление
305;84;67;удивление
306;84;67;удивление
307;84;67;удивление
308;84;67;удивление
309;84;67;удивление
310;84;67;удивление
311;84;67;удивление
312;84;67;удивление
313;84;67;удивление
314;84;67;удивление
315;84;67;удивление
316;84;67;удивление
317;84;67;удивление
318;84;67;удивление
319;84;67;удивление
320;84;67;удивление
150;84;69;удивление
151;84;69;удивление
152;84;69;удивление
153;84;69;удивление
154;84;69;удивление
155;84;69;удивление
156;84;69;удивление
157;84;69;удивление
158;84;69;удивление
159;84;69;удивление
160;84;69;удивление
161;84;69;удивление
162;84;69;удивление
163;84;69;удивление
164;84;69;удивление
165;84;69;удивление
166;84;69;удивление
167;84;69;удивление
168;84;69;удивление
169;84;69;удивление
170;84;69;удивление
171;84;69;удивление
172;84;69;удивление
173;84;69;удивление
174;84;69;удивление
175;84;69;удивление
176;84;69;удивление
177;84;69;удивление
178;84;69;удивление
179;84;69;удивление
180;84;69;удивление
181;84;69;удивление
182;84;69;удивление
183;84;69;удивление
184;84;69;удивление
185;84;69;удивление
186;84;69;удивление
187;84;69;удивление
188;84;69;удивление
189;84;69;удивление
190;84;69;удивление
191;84;69;удивление
192;84;69;удивление
193;84;69;удивление
194;84;69;удивление
195;84;69;удивление
196;84;69;удивление
197;84;69;удивление
198;84;69;удивление
199;84;69;удивление
200;84;69;удивление
290;84;69;удивление
291;84;69;удивление
292;84;69;удивление
293;84;69;удивление
294;84;69;удивление
295;84;69;удивление
296;84;69;удивление
297;84;69;удивление
298;84;69;удивление
299;84;69;удивление
300;84;69;удивление
301;84;69;удивление
302;84;69;удивление
303;84;69;удивление
304;84;69;удивление
305;84;69;удивление
306;84;69;удивление
307;84;69;удивление
308;84;69;удивление
309;84;69;удивление
310;84;69;удивление
311;84;69;удивление
312;84;69;удивление
313;84;69;удивление
314;84;69;удивление
315;84;69;удивление
316;84;69;удивление
317;84;69;удивление
318;84;69;удивление
319;84;69;удивление
320;84;69;удивление
150;84;71;удивление
151;84;71;удивление
152;84;71;удивление
153;84;71;удивление
154;84;71;удивление
155;84;71;удивление
156;84;71;удивление
157;84;71;удивление
158;84;71;удивление
159;84;71;удивление
160;84;71;удивление
161;84;71;удивление
162;84;71;удивление
163;84;71;удивление
164;84;71;удивление
165;84;71;удивление
166;84;71;удивление
167;84;71;удивление
168;84;71;удивление
169;84;71;удивление
170;84;71;удивление
171;84;71;удивление
172;84;71;удивление
173;84;71;удивление
174;84;71;удивление
175;84;71;удивление
176;84;71;удивление
177;84;71;удивление
178;84;71;удивление
179;84;71;удивление
180;84;71;удивление
181;84;71;удивление
182;84;71;удивление
183;84;71;удивление
184;84;71;удивление
185;84;71;удивление
186;84;71;удивление
187;84;71;удивление
188;84;71;удивление
189;84;71;удивление
190;84;71;удивление
191;84;71;удивление
192;84;71;удивление
193;84;71;удивление
194;84;71;удивление
195;84;71;удивление
196;84;71;удивление
197;84;71;удивление
198;84;71;удивление
199;84;71;удивление
200;84;71;удивление
290;84;71;удивление
291;84;71;удивление
292;84;71;удивление
293;84;71;удивление
294;84;71;удивление
295;84;71;удивление
296;84;71;удивление
297;84;71;удивление
298;84;71;удивление
299;84;71;удивление
300;84;71;удивление
301;84;71;удивление
302;84;71;удивление
303;84;71;удивление
304;84;71;удивление
305;84;71;удивление
306;84;71;удивление
307;84;71;удивление
308;84;71;удивление
309;84;71;удивление
310;84;71;удивление
311;84;71;удивление
312;84;71;удивление
313;84;71;удивление
314;84;71;удивление
315;84;71;удивление
316;84;71;удивление
317;84;71;удивление
318;84;71;удивление
319;84;71;удивление
320;84;71;удивление
150;84;73;удивление
151;84;73;удивление
152;84;73;удивление
153;84;73;удивление
154;84;73;удивление
155;84;73;удивление
156;84;73;удивление
157;84;73;удивление
158;84;73;удивление
159;84;73;удивление
160;84;73;удивление
161;84;73;удивление
162;84;73;удивление
163;84;73;удивление
164;84;73;удивление
165;84;73;удивление
166;84;73;удивление
167;84;73;удивление
168;84;73;удивление
169;84;73;удивление
170;84;73;удивление
171;84;73;удивление
172;84;73;удивление
173;84;73;удивление
174;84;73;удивление
175;84;73;удивление
176;84;73;удивление
177;84;73;удивление
178;84;73;удивление
179;84;73;удивление
180;84;73;удивление
181;84;73;удивление
182;84;73;удивление
183;84;73;удивление
184;84;73;удивление
185;84;73;удивление
186;84;73;удивление
187;84;73;удивление
188;84;73;удивление
189;84;73;удивление
190;84;73;удивление
191;84;73;удивление
192;84;73;удивление
193;84;73;удивление
194;84;73;удивление
195;84;73;удивление
196;84;73;удивление
197;84;73;удивление
198;84;73;удивление
199;84;73;удивление
200;84;73;удивление
290;84;73;удивление
291;84;73;удивление
292;84;73;удивление
293;84;73;удивление
294;84;73;удивление
295;84;73;удивление
296;84;73;удивление
297;84;73;удивление
298;84;73;удивление
299;84;73;удивление
300;84;73;удивление
301;84;73;удивление
302;84;73;удивление
303;84;73;удивление
304;84;73;удивление
305;84;73;удивление
306;84;73;удивление
307;84;73;удивление
308;84;73;удивление
309;84;73;удивление
310;84;73;удивление
311;84;73;удивление
312;84;73;удивление
313;84;73;удивление
314;84;73;удивление
315;84;73;удивление
316;84;73;удивление
317;84;73;удивление
318;84;73;удивление
319;84;73;удивление
320;84;73;удивление
150;79;90;удивление
151;79;90;удивление
152;79;90;удивление
153;79;90;удивление
154;79;90;удивление
155;79;90;удивление
156;79;90;удивление
157;79;90;удивление
158;79;90;удивление
159;79;90;удивление
160;79;90;удивление
161;79;90;удивление
162;79;90;удивление
163;79;90;удивление
164;79;90;удивление
165;79;90;удивление
166;79;90;удивление
167;79;90;удивление
168;79;90;удивление
169;79;90;удивление
170;79;90;удивление
171;79;90;удивление
172;79;90;удивление
173;79;90;удивление
174;79;90;удивление
175;79;90;удивление
176;79;90;удивление
177;79;90;удивление
178;79;90;удивление
179;79;90;удивление
180;79;90;удивление
181;79;90;удивление
182;79;90;удивление
183;79;90;удивление
184;79;90;удивление
185;79;90;удивление
186;79;90;удивление
187;79;90;удивление
188;79;90;удивление
189;79;90;удивление
190;79;90;удивление
191;79;90;удивление
192;79;90;удивление
193;79;90;удивление
194;79;90;удивление
195;79;90;удивление
196;79;90;удивление
197;79;90;удивление
198;79;90;удивление
199;79;90;удивление
200;79;90;удивление
290;79;90;удивление
291;79;90;удивление
292;79;90;удивление
293;79;90;удивление
294;79;90;удивление
295;79;90;удивление
296;79;90;удивление
297;79;90;удивление
298;79;90;удивление
299;79;90;удивление
300;79;90;удивление
301;79;90;удивление
302;79;90;удивление
303;79;90;удивление
304;79;90;удивление
305;79;90;удивление
306;79;90;удивление
307;79;90;удивление
308;79;90;удивление
309;79;90;удивление
310;79;90;удивление
311;79;90;удивление
312;79;90;удивление
313;79;90;удивление
314;79;90;удивление
315;79;90;удивление
316;79;90;удивление
317;79;90;удивление
318;79;90;удивление
319;79;90;удивление
320;79;90;удивление
150;90;77;удивление
151;90;77;удивление
152;90;77;удивление
153;90;77;удивление
154;90;77;удивление
155;90;77;удивление
156;90;77;удивление
157;90;77;удивление
158;90;77;удивление
159;90;77;удивление
160;90;77;удивление
161;90;77;удивление
162;90;77;удивление
163;90;77;удивление
164;90;77;удивление
165;90;77;удивление
166;90;77;удивление
167;90;77;удивление
168;90;77;удивление
169;90;77;удивление
170;90;77;удивление
171;90;77;удивление
172;90;77;удивление
173;90;77;удивление
174;90;77;удивление
175;90;77;удивление
176;90;77;удивление
177;90;77;удивление
178;90;77;удивление
179;90;77;удивление
180;90;77;удивление
181;90;77;удивление
182;90;77;удивление
183;90;77;удивление
184;90;77;удивление
185;90;77;удивление
186;90;77;удивление
187;90;77;удивление
188;90;77;удивление
189;90;77;удивление
190;90;77;удивление
191;90;77;удивление
192;90;77;удивление
193;90;77;удивление
194;90;77;удивление
195;90;77;удивление
196;90;77;удивление
197;90;77;удивление
198;90;77;удивление
199;90;77;удивление
200;90;77;удивление
290;90;77;удивление
291;90;77;удивление
292;90;77;удивление
293;90;77;удивление
294;90;77;удивление
295;90;77;удивление
296;90;77;удивление
297;90;77;удивление
298;90;77;удивление
299;90;77;удивление
300;90;77;удивление
301;90;77;удивление
302;90;77;удивление
303;90;77;удивление
304;90;77;удивление
305;90;77;удивление
306;90;77;удивление
307;90;77;удивление
308;90;77;удивление
309;90;77;удивление
310;90;77;удивление
311;90;77;удивление
312;90;77;удивление
313;90;77;удивление
314;90;77;удивление
315;90;77;удивление
316;90;77;удивление
317;90;77;удивление
318;90;77;удивление
319;90;77;удивление
320;90;77;удивление
150;92;80;удивление
151;92;80;удивление
152;92;80;удивление
153;92;80;удивление
154;92;80;удивление
155;92;80;удивление
156;92;80;удивление
157;92;80;удивление
158;92;80;удивление
159;92;80;удивление
160;92;80;удивление
161;92;80;удивление
162;92;80;удивление
163;92;80;удивление
164;92;80;удивление
165;92;80;удивление
166;92;80;удивление
167;92;80;удивление
168;92;80;удивление
169;92;80;удивление
170;92;80;удивление
171;92;80;удивление
172;92;80;удивление
173;92;80;удивление
174;92;80;удивление
175;92;80;удивление
176;92;80;удивление
177;92;80;удивление
178;92;80;удивление
179;92;80;удивление
180;92;80;удивление
181;92;80;удивление
182;92;80;удивление
183;92;80;удивление
184;92;80;удивление
185;92;80;удивление
186;92;80;удивление
187;92;80;удивление
188;92;80;удивление
189;92;80;удивление
190;92;80;удивление
191;92;80;удивление
192;92;80;удивление
193;92;80;удивление
194;92;80;удивление
195;92;80;удивление
196;92;80;удивление
197;92;80;удивление
198;92;80;удивление
199;92;80;удивление
200;92;80;удивление
290;92;80;удивление
291;92;80;удивление
292;92;80;удивление
293;92;80;удивление
294;92;80;удивление
295;92;80;удивление
296;92;80;удивление
297;92;80;удивление
298;92;80;удивление
299;92;80;удивление
300;92;80;удивление
301;92;80;удивление
302;92;80;удивление
303;92;80;удивление
304;92;80;удивление
305;92;80;удивление
306;92;80;удивление
307;92;80;удивление
308;92;80;удивление
309;92;80;удивление
310;92;80;удивление
311;92;80;удивление
312;92;80;удивление
313;92;80;удивление
314;92;80;удивление
315;92;80;удивление
316;92;80;удивление
317;92;80;удивление
318;92;80;удивление
319;92;80;удивление
320;92;80;удивление
150;98;68;удивление
151;98;68;удивление
152;98;68;удивление
153;98;68;удивление
154;98;68;удивление
155;98;68;удивление
156;98;68;удивление
157;98;68;удивление
158;98;68;удивление
159;98;68;удивление
160;98;68;удивление
161;98;68;удивление
162;98;68;удивление
163;98;68;удивление
164;98;68;удивление
165;98;68;удивление
166;98;68;удивление
167;98;68;удивление
168;98;68;удивление
169;98;68;удивление
170;98;68;удивление
171;98;68;удивление
172;98;68;удивление
173;98;68;удивление
174;98;68;удивление
175;98;68;удивление
176;98;68;удивление
177;98;68;удивление
178;98;68;удивление
179;98;68;удивление
180;98;68;удивление
181;98;68;удивление
182;98;68;удивление
183;98;68;удивление
184;98;68;удивление
185;98;68;удивление
186;98;68;удивление
187;98;68;удивление
188;98;68;удивление
189;98;68;удивление
190;98;68;удивление
191;98;68;удивление
192;98;68;удивление
193;98;68;удивление
194;98;68;удивление
195;98;68;удивление
196;98;68;удивление
197;98;68;удивление
198;98;68;удивление
199;98;68;удивление
200;98;68;удивление
290;98;68;удивление
291;98;68;удивление
292;98;68;удивление
293;98;68;удивление
294;98;68;удивление
295;98;68;удивление
296;98;68;удивление
297;98;68;удивление
298;98;68;удивление
299;98;68;удивление
300;98;68;удивление
301;98;68;удивление
302;98;68;удивление
303;98;68;удивление
304;98;68;удивление
305;98;68;удивление
306;98;68;удивление
307;98;68;удивление
308;98;68;удивление
309;98;68;удивление
310;98;68;удивление
311;98;68;удивление
312;98;68;удивление
313;98;68;удивление
314;98;68;удивление
315;98;68;удивление
316;98;68;удивление
317;98;68;удивление
318;98;68;удивление
319;98;68;удивление
320;98;68;удивление
150;100;68;удивление
151;100;68;удивление
152;100;68;удивление
153;100;68;удивление
154;100;68;удивление
155;100;68;удивление
156;100;68;удивление
157;100;68;удивление
158;100;68;удивление
159;100;68;удивление
160;100;68;удивление
161;100;68;удивление
162;100;68;удивление
163;100;68;удивление
164;100;68;удивление
165;100;68;удивление
166;100;68;удивление
167;100;68;удивление
168;100;68;удивление
169;100;68;удивление
170;100;68;удивление
171;100;68;удивление
172;100;68;удивление
173;100;68;удивление
174;100;68;удивление
175;100;68;удивление
176;100;68;удивление
177;100;68;удивление
178;100;68;удивление
179;100;68;удивление
180;100;68;удивление
181;100;68;удивление
182;100;68;удивление
183;100;68;удивление
184;100;68;удивление
185;100;68;удивление
186;100;68;удивление
187;100;68;удивление
188;100;68;удивление
189;100;68;удивление
190;100;68;удивление
191;100;68;удивление
192;100;68;удивление
193;100;68;удивление
194;100;68;удивление
195;100;68;удивление
196;100;68;удивление
197;100;68;удивление
198;100;68;удивление
199;100;68;удивление
200;100;68;удивление
290;100;68;удивление
291;100;68;удивление
292;100;68;удивление
293;100;68;удивление
294;100;68;удивление
295;100;68;удивление
296;100;68;удивление
297;100;68;удивление
298;100;68;удивление
299;100;68;удивление
300;100;68;удивление
301;100;68;удивление
302;100;68;удивление
303;100;68;удивление
304;100;68;удивление
305;100;68;удивление
306;100;68;удивление
307;100;68;удивление
308;100;68;удивление
309;100;68;удивление
310;100;68;удивление
311;100;68;удивление
312;100;68;удивление
313;100;68;удивление
314;100;68;удивление
315;100;68;удивление
316;100;68;удивление
317;100;68;удивление
318;100;68;удивление
319;100;68;удивление
320;100;68;удивление
150;99;64;удивление
151;99;64;удивление
152;99;64;удивление
153;99;64;удивление
154;99;64;удивление
155;99;64;удивление
156;99;64;удивление
157;99;64;удивление
158;99;64;удивление
159;99;64;удивление
160;99;64;удивление
161;99;64;удивление
162;99;64;удивление
163;99;64;удивление
164;99;64;удивление
165;99;64;удивление
166;99;64;удивление
167;99;64;удивление
168;99;64;удивление
169;99;64;удивление
170;99;64;удивление
171;99;64;удивление
172;99;64;удивление
173;99;64;удивление
174;99;64;удивление
175;99;64;удивление
176;99;64;удивление
177;99;64;удивление
178;99;64;удивление
179;99;64;удивление
180;99;64;удивление
181;99;64;удивление
182;99;64;удивление
183;99;64;удивление
184;99;64;удивление
185;99;64;удивление
186;99;64;удивление
187;99;64;удивление
188;99;64;удивление
189;99;64;удивление
190;99;64;удивление
191;99;64;удивление
192;99;64;удивление
193;99;64;удивление
194;99;64;удивление
195;99;64;удивление
196;99;64;удивление
197;99;64;удивление
198;99;64;удивление
199;99;64;удивление
200;99;64;удивление
290;99;64;удивление
291;99;64;удивление
292;99;64;удивление
293;99;64;удивление
294;99;64;удивление
295;99;64;удивление
296;99;64;удивление
297;99;64;удивление
298;99;64;удивление
299;99;64;удивление
300;99;64;удивление
301;99;64;удивление
302;99;64;удивление
303;99;64;удивление
304;99;64;удивление
305;99;64;удивление
306;99;64;удивление
307;99;64;удивление
308;99;64;удивление
309;99;64;удивление
310;99;64;удивление
311;99;64;удивление
312;99;64;удивление
313;99;64;удивление
314;99;64;удивление
315;99;64;удивление
316;99;64;удивление
317;99;64;удивление
318;99;64;удивление
319;99;64;удивление
320;99;64;удивление
150;98;62;удивление
151;98;62;удивление
152;98;62;удивление
153;98;62;удивление
154;98;62;удивление
155;98;62;удивление
156;98;62;удивление
157;98;62;удивление
158;98;62;удивление
159;98;62;удивление
160;98;62;удивление
161;98;62;удивление
162;98;62;удивление
163;98;62;удивление
164;98;62;удивление
165;98;62;удивление
166;98;62;удивление
167;98;62;удивление
168;98;62;удивление
169;98;62;удивление
170;98;62;удивление
171;98;62;удивление
172;98;62;удивление
173;98;62;удивление
174;98;62;удивление
175;98;62;удивление
176;98;62;удивление
177;98;62;удивление
178;98;62;удивление
179;98;62;удивление
180;98;62;удивление
181;98;62;удивление
182;98;62;удивление
183;98;62;удивление
184;98;62;удивление
185;98;62;удивление
186;98;62;удивление
187;98;62;удивление
188;98;62;удивление
189;98;62;удивление
190;98;62;удивление
191;98;62;удивление
192;98;62;удивление
193;98;62;удивление
194;98;62;удивление
195;98;62;удивление
196;98;62;удивление
197;98;62;удивление
198;98;62;удивление
199;98;62;удивление
200;98;62;удивление
290;98;62;удивление
291;98;62;удивление
292;98;62;удивление
293;98;62;удивление
294;98;62;удивление
295;98;62;удивление
296;98;62;удивление
297;98;62;удивление
298;98;62;удивление
299;98;62;удивление
300;98;62;удивление
301;98;62;удивление
302;98;62;удивление
303;98;62;удивление
304;98;62;удивление
305;98;62;удивление
306;98;62;удивление
307;98;62;удивление
308;98;62;удивление
309;98;62;удивление
310;98;62;удивление
311;98;62;удивление
312;98;62;удивление
313;98;62;удивление
314;98;62;удивление
315;98;62;удивление
316;98;62;удивление
317;98;62;удивление
318;98;62;удивление
319;98;62;удивление
320;98;62;удивление
150;96;64;удивление
151;96;64;удивление
152;96;64;удивление
153;96;64;удивление
154;96;64;удивление
155;96;64;удивление
156;96;64;удивление
157;96;64;удивление
158;96;64;удивление
159;96;64;удивление
160;96;64;удивление
161;96;64;удивление
162;96;64;удивление
163;96;64;удивление
164;96;64;удивление
165;96;64;удивление
166;96;64;удивление
167;96;64;удивление
168;96;64;удивление
169;96;64;удивление
170;96;64;удивление
171;96;64;удивление
172;96;64;удивление
173;96;64;удивление
174;96;64;удивление
175;96;64;удивление
176;96;64;удивление
177;96;64;удивление
178;96;64;удивление
179;96;64;удивление
180;96;64;удивление
181;96;64;удивление
182;96;64;удивление
183;96;64;удивление
184;96;64;удивление
185;96;64;удивление
186;96;64;удивление
187;96;64;удивление
188;96;64;удивление
189;96;64;удивление
190;96;64;удивление
191;96;64;удивление
192;96;64;удивление
193;96;64;удивление
194;96;64;удивление
195;96;64;удивление
196;96;64;удивление
197;96;64;удивление
198;96;64;удивление
199;96;64;удивление
200;96;64;удивление
290;96;64;удивление
291;96;64;удивление
292;96;64;удивление
293;96;64;удивление
294;96;64;удивление
295;96;64;удивление
296;96;64;удивление
297;96;64;удивление
298;96;64;удивление
299;96;64;удивление
300;96;64;удивление
301;96;64;удивление
302;96;64;удивление
303;96;64;удивление
304;96;64;удивление
305;96;64;удивление
306;96;64;удивление
307;96;64;удивление
308;96;64;удивление
309;96;64;удивление
310;96;64;удивление
311;96;64;удивление
312;96;64;удивление
313;96;64;удивление
314;96;64;удивление
315;96;64;удивление
316;96;64;удивление
317;96;64;удивление
318;96;64;удивление
319;96;64;удивление
320;96;64;удивление
150;96;58;удивление
151;96;58;удивление
152;96;58;удивление
153;96;58;удивление
154;96;58;удивление
155;96;58;удивление
156;96;58;удивление
157;96;58;удивление
158;96;58;удивление
159;96;58;удивление
160;96;58;удивление
161;96;58;удивление
162;96;58;удивление
163;96;58;удивление
164;96;58;удивление
165;96;58;удивление
166;96;58;удивление
167;96;58;удивление
168;96;58;удивление
169;96;58;удивление
170;96;58;удивление
171;96;58;удивление
172;96;58;удивление
173;96;58;удивление
174;96;58;удивление
175;96;58;удивление
176;96;58;удивление
177;96;58;удивление
178;96;58;удивление
179;96;58;удивление
180;96;58;удивление
181;96;58;удивление
182;96;58;удивление
183;96;58;удивление
184;96;58;удивление
185;96;58;удивление
186;96;58;удивление
187;96;58;удивление
188;96;58;удивление
189;96;58;удивление
190;96;58;удивление
191;96;58;удивление
192;96;58;удивление
193;96;58;удивление
194;96;58;удивление
195;96;58;удивление
196;96;58;удивление
197;96;58;удивление
198;96;58;удивление
